t-SNE Feature 1,t-SNE Feature 2,cluster
31.691658,-44.398266,8
-41.019688,-23.864285,9
71.889565,-24.72702,1
-87.6857,-20.03765,3
71.889565,-24.72702,1
35.785915,-47.15776,8
71.889565,-24.72702,1
32.589714,-44.698925,8
44.9428,12.515908,7
9.618275,24.86735,6
-44.78819,48.407074,3
0.6893634,-27.487747,2
24.30441,-13.946924,12
5.6189313,9.734748,6
16.095896,26.157867,6
3.6968343,-22.962225,2
-8.873524,-22.647099,2
-27.426125,87.02952,3
40.14022,-47.198997,8
37.770355,-46.67151,8
8.336917,23.642355,6
11.186686,15.082407,6
71.889565,-24.72702,1
26.341192,42.582603,4
-59.137833,65.95846,3
-59.137833,65.95846,3
-20.163542,9.6491995,11
71.889565,-24.72702,1
-4.388379,-55.696045,2
-9.1479435,-27.16079,2
32.068745,-48.39982,8
71.889565,-24.72702,1
56.10073,8.555511,7
-51.30777,-20.744915,9
15.658811,14.79859,6
4.1340857,-18.944134,2
49.467014,10.965558,7
11.756095,27.108063,6
-28.430122,-44.306885,10
-40.152542,69.920204,3
-25.94477,16.77806,11
-55.703167,-29.1422,9
-63.684032,15.313332,5
35.013622,-10.819966,12
-20.680847,8.978596,11
36.81251,-39.722702,8
-51.65699,-16.75868,9
32.04562,41.05427,4
31.495039,-37.77014,8
3.72268,-62.28594,2
-56.672085,-27.958925,9
-57.04178,-17.778143,9
71.889565,-24.72702,1
51.54179,14.3387985,7
-9.439909,54.730274,0
71.889565,-24.72702,1
-51.9495,-25.60966,9
28.04553,39.32538,4
-48.25693,8.735294,5
-58.877686,-25.049522,9
-14.806659,-47.604073,10
-47.93198,-26.890783,9
-27.921724,15.682775,11
-59.30807,4.4226117,5
-52.637608,-18.712177,9
24.636465,-49.973495,8
-47.269146,-20.110651,9
-1.2188426,59.60906,0
36.54214,-3.6092525,12
71.889565,-24.72702,1
-2.9990418,60.93217,0
8.770751,-66.530785,2
-60.38483,5.272607,5
-14.724106,-51.01626,10
30.176176,-3.7893882,12
-53.94449,8.364892,5
-0.72805995,-58.579994,2
1.424102,11.637858,6
-25.216509,8.996996,11
-13.255262,18.382404,11
-12.932336,9.6266365,11
41.293156,-55.765076,8
2.3662724,-63.870472,2
-6.632236,-20.457323,2
71.889565,-24.72702,1
-5.138733,-29.20565,2
40.87181,44.046574,4
7.4851093,-53.790012,2
19.664896,22.161617,6
41.731422,-52.19033,8
28.17542,-7.366588,12
-13.727535,62.889263,0
-63.95206,4.813441,5
-1.0613555,90.75868,3
39.935593,-45.04375,8
35.356316,43.134956,4
-17.782162,-66.08031,10
45.59733,14.129597,7
26.13095,-0.32852694,12
-52.326572,12.037482,5
63.62121,7.204783,7
27.009832,-13.525162,12
-30.215622,-49.27382,10
1.3773202,-75.33782,2
-56.929226,-17.860477,9
-27.952381,-62.23448,10
-6.129339,52.234863,0
1.074398,-75.19882,2
8.946151,24.746515,6
63.027004,15.134929,7
-42.01211,-26.484486,9
-12.723077,14.2177515,11
-50.418736,-27.480717,9
-21.392092,-37.07843,10
-42.432793,-19.216455,9
-0.95328933,-73.739525,2
1.9313405,53.251408,0
-26.222708,7.557507,11
1.6445825,-25.179142,2
-50.389423,14.824285,5
16.107443,19.806032,6
53.144684,15.937573,7
-44.04423,11.091225,5
64.511055,10.711474,7
-20.53073,-60.984493,10
-20.940876,-61.034092,10
23.116425,-7.137886,12
-29.879286,-46.397507,10
-14.644187,6.846077,11
-9.62854,-12.159656,2
30.847734,-5.858257,12
-0.6911288,-46.29902,2
-28.975153,-44.879944,10
-20.53583,20.828949,11
-40.152542,69.920204,3
-16.78538,48.345364,0
-30.181736,10.172575,11
27.187445,47.795208,4
1.7087724,-54.111366,2
-21.199871,-36.95264,10
-60.46935,-21.434275,9
36.17906,-55.52903,8
-14.348449,49.422554,0
26.429361,-48.69771,8
5.959631,-24.158175,2
24.47046,50.428593,4
-45.9276,7.2810235,5
-29.984522,-46.73559,10
-73.001724,48.50828,3
-63.206715,6.7248435,5
2.8643484,16.051123,6
39.841854,-38.87409,8
71.889565,-24.72702,1
-32.777706,-40.157253,10
29.902563,-13.06902,12
22.882315,86.49285,3
-22.208063,13.608592,11
-40.152542,69.920204,3
71.889565,-24.72702,1
16.131216,12.363273,6
26.206623,-46.033722,8
-56.229008,-26.44984,9
5.584177,-22.553476,2
-0.055645842,-76.115425,2
71.889565,-24.72702,1
-58.81363,-20.013235,9
60.04806,24.640799,7
-47.449844,-28.50946,9
17.003986,23.399515,6
-56.639046,12.783514,5
25.987553,-9.985187,12
2.8127868,-16.35989,2
71.889565,-24.72702,1
-55.827675,-29.837975,9
6.2392673,6.3287206,6
-20.19471,-60.139565,10
-37.33387,-48.678352,10
-27.068819,18.224874,11
-29.60914,12.931902,11
-17.840218,-62.73406,10
-56.968773,9.058499,5
-18.07123,-37.500034,10
0.18475747,14.51084,6
-23.781713,15.483279,11
2.4069135,14.593123,6
-87.6857,-20.03765,3
59.501766,12.68333,7
-52.310646,-21.549896,9
-12.343259,-49.39357,10
71.889565,-24.72702,1
-67.271065,7.2551312,5
-25.317192,-59.53081,10
-12.236062,-15.889062,2
-21.190905,-63.88499,10
-10.542794,-21.820997,2
71.889565,-24.72702,1
2.0593767,-62.79235,2
-39.930664,-18.504719,9
-12.454964,16.067572,11
47.74736,17.306295,7
40.234863,-45.717346,8
1.1636336,-75.603874,2
36.329197,-57.498604,8
40.852776,44.361683,4
47.820686,18.541925,7
-50.66325,9.250335,5
-87.6857,-20.03765,3
18.19198,20.899136,6
-8.600894,-21.065598,2
27.88964,-2.2529893,12
2.0081787,14.803895,6
-15.750132,4.261609,11
6.890089,-54.09059,2
-2.1048248,54.865685,0
29.447018,-42.402992,8
26.949224,-15.175368,12
25.77871,-47.231953,8
59.47465,22.315979,7
28.984211,42.947674,4
6.0551553,-46.5872,2
-87.6857,-20.03765,3
6.644658,-53.704475,2
32.061455,-5.2445292,12
21.642921,45.76402,4
55.224518,20.150093,7
64.352974,21.32042,7
-20.917612,22.466642,11
-22.85442,-65.20448,10
6.9996953,-53.69323,2
-56.284485,6.365049,5
4.5813475,7.7375894,6
5.927144,-17.763802,2
71.889565,-24.72702,1
-6.3673935,-24.677624,2
-3.6118407,-31.174324,2
60.588203,5.7435813,7
13.24564,26.500813,6
-9.435347,-19.894144,2
-10.715247,51.04536,0
-12.96899,53.325447,0
-87.6857,-20.03765,3
-51.392227,7.621101,5
-58.835793,15.935315,5
-19.204296,2.8243272,11
-55.05101,-22.841806,9
31.893085,49.888035,4
28.21148,-43.092113,8
-49.724724,15.876423,5
-30.094013,-45.24127,10
71.889565,-24.72702,1
0.55888706,-48.045937,2
31.50784,-2.6326644,12
71.889565,-24.72702,1
-1.0613555,90.75868,3
-27.345089,-64.512825,10
30.736374,38.784885,4
71.889565,-24.72702,1
-59.122334,19.506565,5
52.372078,11.592984,7
-28.3746,-61.156372,10
-43.738873,-27.16364,9
-13.073159,63.12008,0
-10.020032,-19.182512,2
-54.38353,-26.563965,9
-23.120646,7.9198194,11
-50.437748,-13.945039,9
43.13005,-54.104343,8
2.064466,-17.2336,2
-21.204065,-36.771095,10
-18.99173,22.044312,11
26.275438,-13.179501,12
1.8302082,-53.37304,2
71.889565,-24.72702,1
-62.073803,-19.860422,9
-27.881685,-48.951653,10
25.213224,-5.864504,12
54.93323,12.355568,7
8.037251,18.471811,6
-15.923461,6.5507793,11
30.95417,-13.606447,12
-17.288033,48.878963,0
65.03265,18.508701,7
-23.947495,2.957393,11
8.783089,9.381089,6
-73.001724,48.50828,3
-48.45679,-15.090474,9
71.889565,-24.72702,1
-16.996826,-49.825367,10
-21.896217,-66.14476,10
-41.906937,-21.585457,9
8.488767,-69.502525,2
-21.543621,20.248186,11
-43.422512,-22.160866,9
11.145568,12.170839,6
35.846657,51.399803,4
26.412092,-6.1169705,12
64.99275,10.4211035,7
1.3299292,11.684142,6
-28.661062,8.001756,11
-13.39051,4.505103,11
-22.84608,-63.416992,10
4.929641,-57.8934,2
9.081422,-68.200714,2
8.4441595,-53.140095,2
-53.497883,12.341523,5
-40.152542,69.920204,3
59.26302,14.5900955,7
3.0303433,-64.64655,2
-59.137833,65.95846,3
29.238985,-43.855232,8
16.404657,19.388859,6
28.758242,-3.5795598,12
3.7045348,51.93697,0
-18.461441,19.328814,11
-11.908064,-50.69286,10
-41.38386,-17.881334,9
-1.0822681,-54.798717,2
28.581568,39.733677,4
11.07055,-67.27283,2
-52.704445,-28.74862,9
28.30491,-7.640423,12
26.080893,-43.4083,8
-44.78819,48.407074,3
5.930239,18.084015,6
29.579115,48.309464,4
61.3897,16.80869,7
-0.9833022,-24.584501,2
-2.18702,-13.566564,2
-31.00905,-41.099407,10
60.860657,6.4908347,7
-55.625572,-28.971437,9
-26.013912,5.6794014,11
-49.373066,17.941454,5
-45.730995,-17.684269,9
-33.869934,-41.699436,10
35.570103,-40.41514,8
40.664604,-43.183144,8
35.904957,-37.913673,8
71.889565,-24.72702,1
0.8502206,-73.85133,2
-0.5530988,53.135166,0
26.697401,51.76558,4
-8.618129,55.565693,0
36.327866,-10.989778,12
19.923681,16.579184,6
-44.441162,15.261946,5
-46.772507,15.776233,5
-65.995415,8.781857,5
-40.90695,-25.252638,9
45.702442,14.342724,7
3.4403236,-64.678444,2
71.889565,-24.72702,1
71.889565,-24.72702,1
-33.324764,-40.005966,10
32.939316,39.308056,4
22.882315,86.49285,3
-53.82882,13.253665,5
-24.74116,19.002878,11
-31.089771,-39.673252,10
33.808094,-0.73209214,12
-4.838762,-57.947002,2
-27.426125,87.02952,3
-31.953844,-46.004265,10
16.4389,25.469576,6
-12.381635,-53.545376,10
-28.15463,-46.60672,10
-16.200508,48.592087,0
-15.001149,54.399918,0
71.889565,-24.72702,1
37.6016,-46.912876,8
38.707733,47.078182,4
-20.378641,-35.25467,10
71.889565,-24.72702,1
-58.03929,8.837198,5
71.889565,-24.72702,1
-13.042224,9.550714,11
-11.197902,52.287354,0
-23.02256,8.706673,11
-53.62024,-14.122951,9
-11.318582,-16.440363,2
-23.835415,23.052069,11
71.889565,-24.72702,1
64.04632,12.926157,7
71.889565,-24.72702,1
-20.25504,-67.559975,10
64.1287,6.4129705,7
26.234715,-2.4762483,12
34.354355,-49.364662,8
47.19621,21.012495,7
45.058807,12.153204,7
-51.66987,-27.374907,9
-39.61101,-15.2571945,9
-37.082016,-48.91994,10
-63.315514,6.7220154,5
1.9160585,-28.110006,2
34.149372,-4.608819,12
27.219637,-6.8585696,12
-57.770073,20.514774,5
32.770584,-44.591072,8
71.889565,-24.72702,1
30.86426,-2.822412,12
24.75195,-51.677216,8
71.889565,-24.72702,1
37.427536,-48.825054,8
5.957291,22.215702,6
71.889565,-24.72702,1
-14.205248,19.615416,11
8.039126,24.872929,6
24.459038,53.897495,4
-22.593428,1.2300227,11
-21.16414,21.519238,11
-87.6857,-20.03765,3
-14.166156,59.6096,0
64.431854,23.041578,7
71.889565,-24.72702,1
33.54078,-13.771198,12
-44.78819,48.407074,3
27.897219,-41.646122,8
5.7461934,11.828698,6
-12.535053,58.15167,0
50.875496,11.293968,7
-3.8556862,-54.291363,2
71.889565,-24.72702,1
-12.567745,-17.875408,2
26.717869,-52.97163,8
-1.1958239,46.31111,0
-0.6084649,48.59545,0
38.993965,43.0759,4
47.165413,21.132412,7
21.716156,16.557558,6
-30.165041,-46.5107,10
4.7435913,7.6927247,6
-0.91508925,-58.16702,2
35.021137,57.022877,4
-63.687298,12.851957,5
-42.410824,-10.739129,9
-22.88776,3.604781,11
12.737011,10.621954,6
71.889565,-24.72702,1
2.0637028,21.920168,6
-30.184414,-46.09099,10
4.573223,54.014816,0
-1.6309882,-10.833505,2
-1.1990618,53.13606,0
28.872921,56.053947,4
71.889565,-24.72702,1
-14.328608,50.10191,0
32.0649,-52.99526,8
-1.0613555,90.75868,3
35.742863,44.69777,4
35.41401,47.41511,4
-8.235558,-23.84683,2
-11.727919,-19.710072,2
-13.750715,43.477253,0
-5.34149,52.616226,0
-0.1668075,-74.76818,2
42.90587,-53.2075,8
-40.238544,-48.396317,10
-63.91195,5.054096,5
-47.3936,9.9360285,5
29.631304,51.418934,4
-55.51553,23.788729,5
-3.011158,-26.908394,2
-73.001724,48.50828,3
-52.49573,-15.177827,9
2.1563084,-56.098736,2
71.889565,-24.72702,1
-87.6857,-20.03765,3
-54.778217,15.4747925,5
-58.997616,19.874142,5
35.32846,-5.9929457,12
24.369097,-43.362526,8
-16.547295,6.820189,11
52.33473,14.619184,7
-18.262651,2.5792427,11
-18.3876,52.578075,0
-15.168115,13.590954,11
-10.948663,-23.191223,2
-14.584718,54.33176,0
-1.0613555,90.75868,3
-8.319034,-19.554071,2
-40.49512,-11.728265,9
15.132227,12.928544,6
-73.001724,48.50828,3
-20.076761,8.266248,11
-16.062244,-51.293022,10
-52.229576,6.8058105,5
3.9564972,16.092213,6
-21.86136,9.596091,11
71.889565,-24.72702,1
71.889565,-24.72702,1
21.821411,-3.8315804,12
29.043625,-40.354145,8
25.553331,-50.2679,8
-52.31067,-28.722456,9
-22.65712,22.811424,11
31.04684,-7.571505,12
26.16809,46.36754,4
-48.290554,-27.362333,9
-48.58889,-29.394083,9
-44.275013,9.264299,5
21.22961,-12.341556,12
-53.208073,20.936909,5
-0.023113443,-59.64665,2
-12.244397,16.488146,11
-20.194662,24.112608,11
32.274273,-50.21597,8
-53.860073,18.277405,5
71.889565,-24.72702,1
-3.4235845,49.88079,0
25.982954,50.153576,4
5.062268,-45.465195,2
59.973415,15.329499,7
2.986825,18.399616,6
-87.6857,-20.03765,3
-10.716685,60.81237,0
-7.0982437,61.060146,0
63.41712,8.244508,7
7.587654,-56.585068,2
25.08886,-13.065743,12
-1.0613555,90.75868,3
0.32205263,-15.180244,2
3.268846,-12.512648,2
-19.565283,-65.481674,10
-5.5756364,-20.101048,2
-16.633358,-52.78681,10
-14.860003,10.590895,11
-10.234186,52.341377,0
8.500563,19.068733,6
71.889565,-24.72702,1
-1.1891259,-30.793552,2
27.585718,-11.666145,12
27.23416,-49.409946,8
32.101048,-7.5084076,12
-2.1064763,-18.515274,2
65.06739,8.897399,7
-32.64536,-41.4056,10
-32.061813,-39.447266,10
71.889565,-24.72702,1
71.889565,-24.72702,1
-18.877125,21.833708,11
71.889565,-24.72702,1
-45.002163,-25.395607,9
-65.991394,8.553958,5
3.3801305,9.726127,6
-24.59426,16.800701,11
-47.281837,-19.209959,9
-8.359798,-26.339579,2
21.899637,19.157784,6
19.967512,-10.409375,12
24.048773,44.893536,4
-6.380178,-18.650734,2
33.11086,-6.9389367,12
37.501915,-38.077965,8
-13.080169,43.261528,0
-37.849392,-48.8499,10
-59.137833,65.95846,3
-73.001724,48.50828,3
33.52661,1.5738502,12
-43.779686,-24.157314,9
27.585983,-54.288338,8
-5.2030807,-24.945295,2
-45.555115,17.6073,5
36.11135,-55.97935,8
2.7691221,-45.592937,2
71.889565,-24.72702,1
5.042735,-54.433887,2
-5.968732,58.71162,0
-58.37095,24.477013,5
-15.4331255,-52.46843,10
48.528404,8.624848,7
24.912619,-15.410031,12
39.261837,-5.92044,12
-2.1555595,-57.85682,2
-27.913155,-63.839283,10
63.58254,15.61373,7
12.807098,18.41993,6
14.359374,26.540005,6
-7.209843,56.006416,0
-7.968919,-17.112947,2
0.4358979,57.031235,0
1.1349291,51.37602,0
60.926113,9.339479,7
24.226202,-44.713844,8
-93.98991,15.488328,3
19.037745,11.841364,6
0.48064908,-65.285095,2
-59.923916,-15.319149,9
35.832275,-45.253006,8
-46.875114,-15.874213,9
26.260077,46.42456,4
-22.817284,6.1375313,11
-1.0613555,90.75868,3
-10.326057,62.661762,0
2.7680452,-16.462818,2
-73.001724,48.50828,3
-87.6857,-20.03765,3
28.318314,-16.407309,12
-5.2274623,56.212547,0
1.2238582,-46.721287,2
-12.536564,-53.732197,10
71.889565,-24.72702,1
30.863308,56.973026,4
39.853504,-55.807995,8
2.832438,8.412611,6
-14.686598,43.39701,0
30.6635,-13.361077,12
-10.783932,-17.981905,2
5.924697,-55.778275,2
10.068527,16.085615,6
24.49105,-51.241505,8
-59.137833,65.95846,3
26.04067,-12.397406,12
-6.590431,51.786526,0
23.36802,-9.07523,12
2.3781924,-19.91689,2
2.8559093,-18.474203,2
-2.5809078,-27.218868,2
-27.426125,87.02952,3
11.309711,18.542442,6
-23.31475,12.334969,11
-8.594468,-12.144549,2
-25.960915,13.527765,11
-42.964264,-25.372036,9
-40.005596,-11.74527,9
14.644052,26.556643,6
-11.00559,-17.136229,2
34.452934,-55.003864,8
-0.2723389,-54.35395,2
1.1429096,16.420248,6
33.5849,-45.92177,8
-64.14373,5.0510697,5
35.171467,-6.177142,12
-6.851352,-21.672264,2
47.628017,15.105159,7
34.27461,38.65677,4
-18.62541,23.61601,11
56.481003,8.080898,7
-46.41101,-11.118734,9
